user_id,device_type,location,time_of_access,resource_requested,intent_prompt,access_granted
U0484,Laptop,India,12,Server_A,shutdown production server,1
U0485,Desktop,India,17,Admin_Panel,bypass authentication logs,0
U0486,Phone,India,10,User_Dashboard,access API documentation,1
U0487,Laptop,India,11,Admin_Panel,query customer data for analysis,1
U0488,Laptop,India,22,API_Gateway,export sensitive database,0
U0489,Tablet,India,3,User_Dashboard,fetch recent activity,1
U0490,Tablet,India,20,User_Dashboard,export sensitive database,0
U0491,Phone,India,17,API_Gateway,fetch recent activity,1
U0492,Tablet,India,6,API_Gateway,check system status,1
U0493,Laptop,India,10,API_Gateway,fetch recent activity,1
U0494,Laptop,India,13,Logs_System,change user roles and permissions,0
U0495,Tablet,India,16,Logs_System,download all user data,0
U0496,Tablet,India,13,Logs_System,access API documentation,1
U0497,Desktop,India,22,Logs_System,bypass authentication logs,0
U0498,Desktop,India,3,User_Dashboard,export sensitive database,0
U0499,Tablet,India,8,Admin_Panel,disable firewall settings,0
U0500,Phone,India,2,Admin_Panel,download monthly report,1
